	55157
TSPAN6	1681
TSPAN7	705
TSPAN8	646
TSPAN9	216
TSPAN9-IT1	147
TSPEAR	506
TSPEAR-AS1	150
TSPEAR-AS2	246
TSPO	201
TSPO2	3521
TSPOAP1	241
TSPOAP1-AS1	832
TSPY13P	2
TSPY16P	1
TSPY17P	16
TSPY2	4
TSPY22P	1
TSPY24P	1
TSPY25P	5
TSPY26P	75
TSPY5P	3
TSPYL1	175
TSPYL2	988
TSPYL4	7
TSPYL5	1093
TSPYL6	373
TSR1	79
TSR2	1009
TSR3	199
TSSC2	158
TSSC4	63
TSSK1A	36
TSSK1B	1471
TSSK2	170
TSSK3	165
TSSK4	39
TSSK5P	255
TSSK6	191
TST	259
TSTA3	58
TSTD1	80
TSTD2	187
TSTD3	540
TTBK1	257
TTBK2	55
TTC1	116
TTC12	1536
TTC13	72
TTC14	438
TTC16	126
TTC17	121
TTC19	148
TTC21A	91
TTC21B	401
TTC21B-AS1	1451
TTC22	469
TTC23	53
TTC23L	988
TTC24	309
TTC25	95
TTC26	716
TTC27	404
TTC28	173
TTC28-AS1	586
TTC29	2326
TTC3	36
TTC30A	886
TTC30B	276
TTC31	66
TTC32	1874
TTC33	106
TTC34	778
TTC36	86
TTC37	1384
TTC38	242
TTC39A	193
TTC39A-AS1	456
TTC39B	1013
TTC39C	1363
TTC39C-AS1	184
TTC39CP1	907
TTC39DP	26
TTC3-AS1	193
TTC3P1	883
TTC4	513
TTC41P	120
TTC4P1	1191
TTC5	140
TTC6	670
TTC7A	294
TTC7B	316
TTC8	587
TTC9	444
TTC9B	177
TTC9C	32
TTF1	1622
TTF2	223
TTI1	107
TTI2	104
TTK	388
TTL	317
TTLL1	297
TTLL10	308
TTLL10-AS1	511
TTLL11	124
TTLL11-IT1	387
TTLL12	2533
TTLL13P	20
TTLL2	2001
TTLL3	53
TTLL4	129
TTLL5	89
TTLL6	588
TTLL7	940
TTLL7-IT1	203
TTLL8	667
TTLL9	361
TTN	30
TTN-AS1	571
TTPA	189
TTPAL	295
TTR	412
TTTY10	1
TTTY11	1
TTTY12	2
TTTY14	3
TTTY18	1
TTTY23B	23
TTTY7B	1
TTYH1	133
TTYH2	246
TTYH3	747
TUB	373
TUBA1A	222
TUBA1B	28
TUBA1C	428
TUBA3C	177
TUBA3D	49
TUBA3E	57
TUBA3FP	47
TUBA3GP	290
TUBA4A	33
TUBA4B	93
TUBA8	59
TUBAL3	563
TUBAP	333
TUBAP2	1384
TUBAP4	649
TUB-AS1	487
TUBB	43
TUBB1	283
TUBB2A	49
TUBB2B	533
TUBB2BP1	107
TUBB3	100
TUBB3P1	645
TUBB3P2	1003
TUBB4A	307
TUBB4AP1	116
TUBB4B	66
TUBB4BP1	468
TUBB4BP2	43
TUBB4BP3	2388
TUBB4BP4	2883
TUBB4BP5	2227
TUBB4BP6	2172
TUBB4BP7	780
TUBB6	75
TUBB7P	117
TUBB8	95
TUBB8B	55
TUBB8P1	798
TUBB8P10	447
TUBB8P11	177
TUBB8P2	78
TUBB8P3	197
TUBB8P4	452
TUBB8P5	354
TUBB8P6	393
TUBB8P7	131
TUBB8P8	154
TUBB8P9	179
TUBBP1	303
TUBBP10	84
TUBBP11	1969
TUBBP2	167
TUBBP5	66
TUBBP6	279
TUBBP8	1983
TUBBP9	1727
TUBD1	34
TUBE1	419
TUBG1	56
TUBG1P	173
TUBG2	35
TUBGCP2	277
TUBGCP3	907
TUBGCP4	123
TUBGCP5	411
TUBGCP6	23
TUFM	22
TUFMP1	585
TUFT1	373
TUG1	244
TULP1	379
TULP2	128
TULP3	212
TULP3P1	345
TULP4	431
TUNAR	1340
TUSC1	2027
TUSC2	19
TUSC2P1	25
TUSC2P2	613
TUSC3	747
TUSC7	1034
TUSC8	689
TUT1	14
TUT4	629
TUT7	77
TVP23A	86
TVP23B	72
TVP23BP1	2474
TVP23BP2	145
TVP23C	192
TVP23CP1	732
TVP23CP2	111
TWF1	526
TWF1P1	175
TWF2	27
TWIST1	207
TWIST2	901
TWISTNB	1778
TWNK	30
TWSG1	375
TXK	698
TXLNA	25
TXLNB	462
TXLNG	1798
TXLNGY	4
TXN	337
TXN2	64
TXN2P1	213
TXNDC11	285
TXNDC12	568
TXNDC12-AS1	68
TXNDC15	20
TXNDC16	1175
TXNDC17	123
TXNDC2	156
TXNDC5	1707
TXNDC8	229
TXNDC9	181
TXNIP	146
TXNL1	1066
TXNL1P1	1141
TXNL4A	992
TXNL4AP1	3489
TXNL4B	387
TXNP1	364
TXNP2	1752
TXNP3	632
TXNP4	218
TXNP5	1196
TXNP6	188
TXNP7	1935
TXNRD1	315
TXNRD2	270
TXNRD3	236
TYK2	21
TYMP	5
TYMS	77
TYMSOS	131
TYMSP1	548
TYMSP2	216
TYR	971
TYRL	271
TYRO3	106
TYRO3P	79
TYROBP	143
TYRP1	1300
TYSND1	119
TYW1	21
TYW1B	2020
TYW3	855
TYW5	1176
U2AF1	6
U2AF1L4	14
U2AF1L5	1
U2AF2	47
U2SURP	154
U40455.1	1690
U47924.1	34
U47924.2	184
U47924.3	53
U52111.1	307
U52112.1	618
U52112.2	386
U62317.1	76
U62317.2	35
U62317.3	287
U62317.4	94
U62631.1	175
U72788.1	126
U73023.1	577
U73166.1	30
U73169.1	37
U73479.1	1642
U82671.1	1264
U82695.1	647
U85056.1	6
U91319.1	2976
U91324.1	1254
U91328.1	66
U91328.2	70
U91328.3	19
U95743.1	2313
UACA	275
UAP1	235
UAP1L1	31
UBA1	404
UBA2	115
UBA3	73
UBA5	586
UBA52	58
UBA52P3	279
UBA52P5	35
UBA52P6	85
UBA52P7	550
UBA52P8	70
UBA52P9	322
UBA6	15
UBA6-AS1	327
UBA7	92
UBAC1	546
UBAC2	325
UBAC2-AS1	561
UBALD1	301
UBALD2	244
UBAP1	209
UBAP1L	42
UBAP2	146
UBAP2L	218
UBASH3A	964
UBASH3B	219
UBB	55
UBBP1	4684
UBBP2	1078
UBBP3	195
UBBP4	537
UBBP5	1056
UBC	299
UBD	509
UBDP1	215
UBE2A	824
UBE2B	112
UBE2C	149
UBE2CP1	495
UBE2CP2	60
UBE2CP3	282
UBE2CP4	271
UBE2D1	119
UBE2D2	77
UBE2D3	128
UBE2D3-AS1	44
UBE2D3P1	621
UBE2D3P2	65
UBE2D3P3	106
UBE2D3P4	180
UBE2D4	42
UBE2DNL	810
UBE2E1	585
UBE2E1-AS1	414
UBE2E2	598
UBE2E2-AS1	841
UBE2E3	1185
UBE2F	327
UBE2FP1	89
UBE2FP2	482
UBE2FP3	218
UBE2G1	332
UBE2G2	360
UBE2H	255
UBE2HP1	142
UBE2I	463
UBE2J1	309
UBE2J2	29
UBE2K	173
UBE2L2	1224
UBE2L3	8
UBE2L4	34
UBE2L5	173
UBE2L6	139
UBE2M	93
UBE2MP1	213
UBE2N	170
UBE2NL	1348
UBE2NP1	149
UBE2O	363
UBE2Q1	431
UBE2Q1-AS1	372
UBE2Q2	267
UBE2Q2L	194
UBE2Q2P1	39
UBE2Q2P10	351
UBE2Q2P11	12
UBE2Q2P12	5
UBE2Q2P2	36
UBE2Q2P6	1
UBE2Q2P9	1131
UBE2QL1	1009
UBE2R2	130
UBE2R2-AS1	186
UBE2S	103
UBE2SP1	37
UBE2SP2	36
UBE2T	1188
UBE2U	531
UBE2V1	154
UBE2V1P1	188
UBE2V1P10	875
UBE2V1P11	327
UBE2V1P12	558
UBE2V1P13	1846
UBE2V1P14	5049
UBE2V1P15	111
UBE2V1P2	147
UBE2V1P3	28
UBE2V1P4	337
UBE2V1P5	98
UBE2V1P6	1313
UBE2V1P7	585
UBE2V1P8	249
UBE2V1P9	574
UBE2V2	684
UBE2V2P1	1098
UBE2V2P2	263
UBE2V2P3	292
UBE2V2P4	119
UBE2W	266
UBE2WP1	119
UBE2Z	34
UBE3A	911
UBE3AP2	1890
UBE3B	873
UBE3C	481
UBE3D	1242
UBE4A	139
UBE4B	135
UBFD1	44
UBFD1P1	179
UBIAD1	1440
UBL3	610
UBL4A	87
UBL4B	734
UBL5	45
UBL5P1	593
UBL5P2	49
UBL5P3	1477
UBL5P4	170
UBL7	131
UBL7-AS1	72
UBLCP1	143
UBN1	212
UBN2	90
UBOX5	146
UBOX5-AS1	141
UBP1	261
UBQLN1	149
UBQLN1P1	1261
UBQLN2	1088
UBQLN3	130
UBQLN4	164
UBQLN4P1	438
UBQLN4P2	966
UBQLNL	22
UBR1	18
UBR2	228
UBR3	2022
UBR4	54
UBR5	234
UBR5-AS1	105
UBR7	58
UBTD1	47
UBTD2	924
UBTF	44
UBTFL1	30
UBTFL10	174
UBTFL11	1390
UBTFL2	29
UBTFL5	8
UBTFL6	101
UBTFL7	38
UBTFL8	33
UBTFL9	262
UBXN1	7
UBXN10	436
UBXN10-AS1	943
UBXN11	214
UBXN2A	168
UBXN2B	402
UBXN4	162
UBXN6	42
UBXN7	44
UBXN7-AS1	75
UBXN8	363
UCA1	441
UCHL1	487
UCHL1-AS1	480
UCHL3	356
UCHL5	70
UCK1	359
UCK2	462
UCKL1	75
UCKL1-AS1	49
UCMA	339
UCN	520
UCN2	93
UCN3	334
UCP1	266
UCP2	80
UCP3	202
UEVLD	16
UFC1	41
UFD1	281
UFL1	641
UFL1-AS1	1115
UFM1	394
UFSP1	143
UFSP2	282
UGCG	543
UGDH	95
UGDH-AS1	43
UGGT1	66
UGGT2	2694
UGP2	281
UGT1A1	16
UGT1A10	102
UGT1A11P	125
UGT1A12P	133
UGT1A13P	172
UGT1A2P	83
UGT1A3	63
UGT1A4	62
UGT1A5	154
UGT1A6	91
UGT1A7	73
UGT1A8	543
UGT1A9	79
UGT2A1	235
UGT2A2	84
UGT2A3	78
UGT2A3P7	200
UGT2B10	522
UGT2B11	400
UGT2B15	158
UGT2B17	86
UGT2B24P	26
UGT2B25P	11
UGT2B26P	467
UGT2B27P	14
UGT2B28	98
UGT2B29P	540
UGT2B4	432
UGT2B7	132
UGT3A1	370
UGT3A2	227
UGT8	1842
UHMK1	149
UHRF1	363
UHRF1BP1	123
UHRF1BP1L	21
UHRF2	194
UHRF2P1	256
UIMC1	879
ULBP1	142
ULBP2	150
ULBP3	1580
ULK1	88
ULK2	145
ULK3	423
ULK4	224
ULK4P1	1
ULK4P2	4
UMAD1	34
UMLILO	580
UMOD	719
UMODL1	553
UMODL1-AS1	1323
UMPS	111
UNC119	651
UNC119B	27
UNC13A	325
UNC13B	198
UNC13C	1408
UNC13D	31
UNC45A	38
UNC45B	72
UNC50	364
UNC5A	1054
UNC5B	848
UNC5B-AS1	3156
UNC5C	1450
UNC5CL	1789
UNC5D	1560
UNC79	965
UNC80	1603
UNC93A	255
UNC93B1	66
UNC93B2	61
UNC93B3	128
UNC93B4	83
UNC93B5	141
UNC93B6	78
UNC93B7	70
UNC93B8	86
UNCX	981
UNG	63
UNGP1	973
UNGP3	381
UNK	140
UNKL	14
UOX	914
UPB1	199
UPF1	280
UPF2	387
UPF3A	9
UPF3AP1	138
UPF3AP2	287
UPF3AP3	123
UPF3B	140
UPK1A	58
UPK1A-AS1	108
UPK1B	185
UPK2	73
UPK3A	221
UPK3B	24
UPK3BL1	1
UPK3BL2	1
UPK3BP1	14
UPP1	2095
UPP2	975
UPP2-IT1	116
UPRT	1466
UQCC1	97
UQCC2	794
UQCC3	36
UQCR10	114
UQCR11	21
UQCRB	410
UQCRBP1	2748
UQCRBP2	176
UQCRBP3	64
UQCRC1	173
UQCRC2	64
UQCRC2P1	510
UQCRFS1	560
UQCRFS1P1	618
UQCRFS1P2	673
UQCRFS1P3	713
UQCRH	120
UQCRHL	96
UQCRHP1	114
UQCRHP2	434
UQCRHP3	294
UQCRHP4	2167
UQCRQ	45
URAD	333
URAHP	187
URB1	190
URB1-AS1	288
URB2	1101
URGCP	24
URGCP-MRPS24	347
URI1	40
URM1	39
UROC1	258
UROD	666
UROS	122
USB1	198
USE1	165
USF1	110
USF1P1	48
USF2	94
USF3	172
USH1C	1298
USH1G	684
USH2A	3659
USHBP1	53
USO1	226
USP1	468
USP10	294
USP11	372
USP12	376
USP12-AS1	125
USP12-AS2	285
USP12P1	876
USP12P2	878
USP12PX	2255
USP12PY	58
USP13	89
USP14	228
USP15	1184
USP16	339
USP17L1	3
USP17L10	1
USP17L18	4
USP17L2	33
USP17L23	8
USP17L24	5
USP17L4	1
USP17L6P	52
USP17L7	12
USP18	37
USP19	34
USP2	103
USP20	86
USP21	40
USP21P1	1097
USP21P2	509
USP22	857
USP24	660
USP24P1	314
USP25	1139
USP26	463
USP27X	739
USP27X-AS1	1158
USP28	1437
USP29	382
USP2-AS1	345
USP3	329
USP30	467
USP30-AS1	113
USP31	1437
USP32	177
USP32P1	88
USP32P2	8
USP32P3	73
USP33	197
USP34	114
USP35	110
USP36	81
USP37	178
USP38	371
USP39	105
USP3-AS1	228
USP4	27
USP40	532
USP41	49
USP42	240
USP43	475
USP44	433
USP45	66
USP46	479
USP46-AS1	323
USP47	1519
USP48	1324
USP49	31
USP5	20
USP50	195
USP51	114
USP53	247
USP54	77
USP6	101
USP6NL	1007
USP7	501
USP8	106
USP8P1	168
USP8P2	237
USP9X	201
USP9Y	2
USP9YP28	1
USPL1	238
UST	1018
UST-AS1	1434
UTF1	844
UTP11	464
UTP14A	1049
UTP14C	222
UTP15	759
UTP18	93
UTP20	685
UTP23	971
UTP25	1286
UTP3	129
UTP4	65
UTP6	108
UTRN	1203
UTS2	296
UTS2B	1559
UTS2R	356
UTY	8
UVRAG	166
UVRAG-DT	23
UVSSA	46
UXS1	630
UXT	386
UXT-AS1	896
VAC14	45
VAC14-AS1	16
VAMP1	146
VAMP2	16
VAMP3	2273
VAMP4	20
VAMP5	51
VAMP7	283
VAMP8	37
VAMP9P	77
VANGL1	791
VANGL2	628
VAPA	445
VAPB	563
VARS1	26
VARS2	340
VASH1	269
VASH1-AS1	146
VASH2	512
VASN	238
VASP	333
VAT1	142
VAT1L	501
VAV1	262
VAV2	898
VAV3	2944
VAV3-AS1	446
VAX1	613
VAX2	10
VBP1	299
VCAM1	483
VCAN	538
VCAN-AS1	1032
VCL	244
VCP	35
VCPIP1	314
VCPKMT	386
VCX	1947
VCX2	1642
VCX3A	1442
VCX3B	3313
VCY	9
VCY1B	4
VDAC1	256
VDAC1P1	139
VDAC1P10	1154
VDAC1P11	321
VDAC1P12	683
VDAC1P13	350
VDAC1P2	484
VDAC1P3	744
VDAC1P4	373
VDAC1P5	976
VDAC1P6	10
VDAC1P7	3913
VDAC1P8	7
VDAC1P9	423
VDAC2	529
VDAC2P1	109
VDAC2P2	186
VDAC2P3	490
VDAC2P4	505
VDAC3	123
VDAC3P1	241
VDR	135
VEGFA	389
VEGFB	10
VEGFC	238
VEGFD	725
VENTX	486
VENTXP1	418
VENTXP2	2405
VENTXP3	713
VENTXP4	1894
VENTXP5	670
VENTXP6	168
VENTXP7	1938
VEPH1	126
VEZF1	98
VEZF1P1	109
VEZT	111
VGF	906
VGLL1	203
VGLL2	807
VGLL3	1570
VGLL4	127
VHL	111
VHLL	136
VIL1	143
VILL	27
VIM	1093
VIM-AS1	65
VINAC1P	153
VIP	512
VIPAS39	155
VIPR1	198
VIPR1-AS1	648
VIPR2	1986
VIRMA	306
VIT	882
VKORC1	36
VKORC1L1	36
VLDLR	239
VLDLR-AS1	301
VMA21	932
VMAC	1
VMO1	272
VMP1	90
VN1R1	53
VN1R104P	46
VN1R105P	21
VN1R107P	19
VN1R108P	84
VN1R10P	514
VN1R110P	229
VN1R11P	669
VN1R12P	196
VN1R13P	374
VN1R17P	71
VN1R2	103
VN1R20P	1129
VN1R21P	238
VN1R25P	162
VN1R28P	470
VN1R3	183
VN1R31P	40
VN1R32P	55
VN1R34P	51
VN1R35P	24
VN1R36P	35
VN1R37P	52
VN1R38P	395
VN1R4	80
VN1R40P	180
VN1R42P	99
VN1R46P	268
VN1R48P	157
VN1R5	185
VN1R51P	287
VN1R53P	103
VN1R54P	157
VN1R64P	133
VN1R65P	374
VN1R66P	319
VN1R67P	109
VN1R68P	376
VN1R69P	100
VN1R6P	304
VN1R70P	350
VN1R71P	742
VN1R74P	239
VN1R76P	3737
VN1R78P	94
VN1R79P	236
VN1R7P	318
VN1R80P	82
VN1R81P	30
VN1R82P	48
VN1R83P	58
VN1R84P	107
VN1R85P	100
VN1R87P	122
VN1R88P	174
VN1R8P	221
VN1R90P	66
VN1R91P	66
VN1R92P	517
VN1R93P	133
VN1R96P	359
VN1R9P	397
VN2R10P	291
VN2R17P	22
VN2R19P	150
VN2R1P	1784
VN2R3P	340
VN2R9P	109
VNN1	198
VNN2	170
VNN3	297
VOPP1	498
VPREB1	270
VPREB3	40
VPS11	33
VPS13A	576
VPS13A-AS1	1156
VPS13B	54
VPS13B-DT	114
VPS13C	565
VPS13D	61
VPS16	157
VPS18	58
VPS25	324
VPS25P1	459
VPS26A	59
VPS26AP1	189
VPS26B	57
VPS26BP1	119
VPS26C	267
VPS26CP1	300
VPS28	14
VPS29	105
VPS33A	191
VPS33B	52
VPS33B-DT	1158
VPS35	309
VPS35L	47
VPS35P1	101
VPS36	158
VPS37A	611
VPS37B	561
VPS37C	1065
VPS37D	508
VPS39	311
VPS41	460
VPS45	66
VPS4A	27
VPS4B	746
VPS50	1598
VPS51	26
VPS52	20
VPS53	253
VPS54	170
VPS72	70
VPS8	598
VPS9D1	464
VPS9D1-AS1	85
VRK1	811
VRK2	413
VRK3	69
VRTN	963
VSIG1	977
VSIG10	198
VSIG10L	469
VSIG10L2	395
VSIG2	179
VSIG4	499
VSIG8	89
VSIR	274
VSNL1	608
VSTM1	1206
VSTM2A	267
VSTM2A-OT1	354
VSTM2B	956
VSTM2L	878
VSTM4	142
VSTM5	551
VSX1	470
VSX2	459
VTA1	1169
VTA1P1	181
VTA1P2	198
VTCN1	200
VTI1A	217
VTI1B	48
VTI1BP1	125
VTI1BP2	131
VTI1BP3	90
VTI1BP4	77
VTN	11
VTRNA1-1	11
VTRNA1-2	11
VTRNA1-3	186
VTRNA2-1	906
VTRNA2-2P	579
VTRNA3-1P	1716
VWA1	78
VWA2	2098
VWA3A	270
VWA3B	998
VWA5A	279
VWA5B1	1252
VWA5B2	267
VWA7	9
VWA8	601
VWA8-AS1	117
VWA8P1	446
VWC2	1347
VWC2L	1535
VWC2L-IT1	548
VWCE	102
VWDE	1438
VWF	3263
VWFP1	164
VXN	404
WAC	390
WAC-AS1	486
WAKMAR2	196
WAPL	339
WARS1	346
WARS1P1	465
WARS2	88
WARS2-AS1	312
WARS2-IT1	985
WARS2P1	1150
WAS	326
WASF1	600
WASF1P1	169
WASF2	123
WASF3	1440
WASF3-AS1	573
WASF4P	998
WASF5P	119
WASH2P	18
WASH3P	3
WASH4P	15
WASH6P	55
WASH8P	5
WASH9P	9
WASHC1	19
WASHC2A	72
WASHC2C	165
WASHC3	207
WASHC4	360
WASHC5	253
WASHC5-AS1	188
WASIR1	102
WASIR2	64
WASL	288
WBP1	22
WBP11	42
WBP11P1	449
WBP1L	127
WBP1LP1	593
WBP1LP10	1
WBP1LP11	2
WBP1LP12	12
WBP1LP2	305
WBP1LP3	7
WBP1LP4	25
WBP1LP5	293
WBP1LP6	15
WBP1LP8	19
WBP1P1	15
WBP1P2	22
WBP2	58
WBP2NL	221
WBP2P1	622
WBP4	238
WDCP	166
WDFY1	281
WDFY2	108
WDFY3	2505
WDFY3-AS1	690
WDFY3-AS2	291
WDFY4	1155
WDHD1	262
WDPCP	44
WDR1	96
WDR11	1037
WDR11-AS1	1775
WDR12	75
WDR13	168
WDR17	815
WDR18	133
WDR19	183
WDR20	224
WDR24	198
WDR25	56
WDR26	360
WDR27	100
WDR3	954
WDR31	188
WDR33	215
WDR34	69
WDR35	203
WDR36	1110
WDR37	1599
WDR38	188
WDR4	110
WDR41	870
WDR43	554
WDR44	1123
WDR45	198
WDR45B	18
WDR45BP1	40
WDR45P1	47
WDR46	44
WDR47	93
WDR48	111
WDR49	191
WDR5	192
WDR53	78
WDR54	96
WDR55	31
WDR59	428
WDR5B	64
WDR6	31
WDR60	668
WDR61	304
WDR62	65
WDR63	742
WDR64	168
WDR66	97
WDR7	1070
WDR70	698
WDR72	2519
WDR73	24
WDR74	10
WDR75	680
WDR76	538
WDR77	30
WDR78	115
WDR7-OT1	147
WDR81	52
WDR82	25
WDR82P1	1545
WDR82P2	888
WDR83	78
WDR83OS	3
WDR86	142
WDR86-AS1	322
WDR87	425
WDR88	53
WDR89	8
WDR90	15
WDR91	516
WDR92	280
WDR93	97
WDR95P	983
WDR97	53
WDSUB1	366
WDTC1	62
WDYHV1	172
WEE1	139
WEE2	216
WEE2-AS1	103
WFDC1	1451
WFDC10A	806
WFDC10B	129
WFDC11	112
WFDC12	213
WFDC13	392
WFDC2	275
WFDC21P	37
WFDC3	33
WFDC5	316
WFDC6	156
WFDC8	176
WFDC9	200
WFIKKN1	56
WFIKKN2	233
WFS1	2257
WHAMM	317
WHAMMP2	38
WHAMMP3	72
WHRN	529
WHSC1L2P	383
WIF1	976
WIPF1	198
WIPF2	62
WIPF3	499
WIPI1	549
WIPI2	167
WIZ	158
WIZP1	482
WLS	126
WNK1	441
WNK2	486
WNK3	1241
WNK4	59
WNT1	150
WNT10A	707
WNT10B	349
WNT11	197
WNT16	298
WNT2	171
WNT2B	161
WNT3	536
WNT3A	566
WNT4	1399
WNT5A	533
WNT5A-AS1	1626
WNT5B	264
WNT6	671
WNT7A	2797
WNT7B	956
WNT8A	238
WNT8B	445
WNT9A	1000
WNT9B	955
WRAP53	169
WRAP73	245
WRBP1	147
WRN	746
WRNIP1	585
WSB1	70
WSB2	93
WSCD1	1788
WSCD2	2985
WSPAR	2937
WT1	1898
WT1-AS	2232
WTAP	154
WTAPP1	313
WTIP	527
WWC1	656
WWC2	343
WWC2-AS1	201
WWC2-AS2	138
WWC3	733
WWC3-AS1	2961
WWOX	484
WWOX-AS1	171
WWP1	305
WWP1P1	234
WWP2	58
WWTR1	113
WWTR1-AS1	594
WWTR1-IT1	570
XAB2	457
XACT	4539
XAF1	283
XAGE1A	56
XAGE1B	147
XAGE2	374
XAGE3	384
XAGE5	471
XBP1	79
XBP1P1	34
XCL1	657
XCL2	211
XCR1	400
XDH	1120
XG	227
XGY1	2
XIAP	931
XIAP-AS1	48
XIAPP1	318
XIAPP2	187
XIAPP3	272
XIRP1	172
XIRP2	2715
XIRP2-AS1	1870
XIST	1470
XK	1352
XKR3	119
XKR4	1445
XKR5	464
XKR6	603
XKR7	229
XKR8	332
XKR9	1463
XKRX	498
XPA	824
XPC	246
XPNPEP1	1998
XPNPEP2	958
XPNPEP3	69
XPO1	159
XPO4	66
XPO5	11
XPO6	450
XPO7	558
XPOT	358
XPOTP1	479
XPR1	455
XRCC1	36
XRCC2	929
XRCC3	13
XRCC4	316
XRCC5	75
XRCC6	50
XRCC6P1	364
XRCC6P2	4258
XRCC6P3	81
XRCC6P4	604
XRCC6P5	6606
XRN1	101
XRN2	314
XRRA1	85
XXYLT1	1724
XXYLT1-AS1	1422
XXYLT1-AS2	246
XYLB	160
XYLT1	280
XYLT2	215
YAE1	3529
YAF2	251
YAP1	105
YAP1P1	902
YAP1P2	617
YARS1	113
YARS2	156
YBEY	47
YBX1	151
YBX1P1	683
YBX1P10	146
YBX1P2	97
YBX1P3	185
YBX1P4	245
YBX1P5	554
YBX1P6	968
YBX1P7	478
YBX1P8	424
YBX1P9	229
YBX2	56
YBX2P1	3459
YBX2P2	273
YBX3	475
YBX3P1	116
YDJC	159
YEATS2	145
YEATS2-AS1	238
YEATS4	53
YES1	336
YES1P1	215
YIF1A	234
YIF1B	150
YIPF1	138
YIPF2	156
YIPF3	73
YIPF4	247
YIPF5	2241
YIPF6	324
YIPF7	1254
YJEFN3	209
YJU2	184
YKT6	2150
YLPM1	92
YME1L1	35
YME1L1P1	125
YOD1	373
YPEL1	104
YPEL2	313
YPEL3	23
YPEL4	321
YPEL5	275
YPEL5P1	552
YPEL5P2	225
YPEL5P3	303
YRDC	49
YRDCP1	155
YRDCP2	31
YRDCP3	2040
YTHDC1	409
YTHDC2	1556
YTHDF1	1084
YTHDF1P1	506
YTHDF2	383
YTHDF2P1	252
YTHDF3	391
YTHDF3-AS1	164
YWHAB	629
YWHABP1	331
YWHABP2	49
YWHAE	154
YWHAEP1	165
YWHAEP2	38
YWHAEP3	21
YWHAEP4	117
YWHAEP5	1231
YWHAEP7	184
YWHAG	895
YWHAH	194
YWHAQ	535
YWHAQP5	247
YWHAQP6	323
YWHAQP7	81
YWHAQP9	856
YWHAZ	330
YWHAZP1	400
YWHAZP2	831
YWHAZP3	146
YWHAZP4	79
YWHAZP5	1229
YWHAZP6	483
YWHAZP7	1031
YWHAZP8	882
YY1	146
YY1AP1	68
YY1P1	783
YY1P2	1474
YY2	159
Z68323.1	2832
Z68694.1	189
Z68868.1	808
Z68871.1	352
Z69666.1	41
Z69667.1	39
Z69706.1	410
Z69713.1	850
Z69720.1	44
Z69720.2	71
Z69733.1	671
Z69890.1	50
Z69908.1	1141
Z70280.1	789
Z70719.1	493
Z72006.1	1208
Z73361.1	589
Z73420.1	189
Z73420.2	242
Z73429.1	2897
Z73495.1	518
Z73965.1	190
Z74021.1	694
Z74696.1	2096
Z74696.2	242
Z75741.1	1919
Z75741.2	870
Z75746.1	1015
Z77249.1	5534
Z77249.2	1049
Z80107.1	850
Z80897.1	728
Z80897.2	1143
Z82170.1	4283
Z82173.1	1507
Z82180.1	748
Z82185.1	880
Z82186.1	2391
Z82188.1	574
Z82188.2	1087
Z82190.1	118
Z82190.2	7
Z82195.1	650
Z82195.2	2113
Z82195.3	97
Z82196.1	629
Z82196.2	1695
Z82198.1	2802
Z82198.2	638
Z82198.3	289
Z82202.1	3649
Z82202.2	1086
Z82205.1	2446
Z82206.1	295
Z82209.1	1309
Z82209.2	1138
Z82210.1	2453
Z82214.1	609
Z82214.2	514
Z82215.1	148
Z82217.1	426
Z82243.1	92
Z82244.1	21
Z82244.2	45
Z82246.1	569
Z82248.1	223
Z82249.1	2374
Z83313.1	2388
Z83745.1	326
Z83818.1	311
Z83818.2	244
Z83820.1	657
Z83836.1	2255
Z83838.1	2679
Z83839.1	76
Z83839.2	218
Z83840.1	48
Z83840.2	18
Z83841.1	535
Z83843.1	229
Z83844.1	97
Z83844.2	109
Z83844.3	45
Z83846.1	1132
Z83847.1	692
Z84466.1	78
Z84468.1	3884
Z84468.2	1444
Z84478.1	327
Z84480.1	42
Z84485.1	449
Z84486.1	530
Z84488.1	380
Z84488.2	129
Z84492.1	364
Z84492.2	4
Z84721.1	32
Z84721.2	49
Z84723.1	19
Z85994.1	1845
Z85994.2	1266
Z85995.1	2746
Z85996.1	372
Z85996.2	725
Z85996.3	1026
Z86062.1	556
Z86062.2	1062
Z92544.1	166
Z92544.2	27
Z92545.1	155
Z92846.1	962
Z93015.1	757
Z93017.1	394
Z93019.1	1356
Z93020.1	223
Z93022.1	1261
Z93023.1	1503
Z93241.1	257
Z93242.1	1079
Z93242.2	889
Z93403.1	3887
Z93929.1	3309
Z93929.2	1640
Z93930.1	294
Z93930.2	173
Z93930.3	109
Z93943.1	322
Z94057.1	2665
Z94160.1	1126
Z94160.2	2709
Z94277.1	2614
Z94721.1	77
Z94721.2	4
Z94721.3	195
Z94722.1	1497
Z95114.1	54
Z95114.2	299
Z95114.3	448
Z95114.4	232
Z95115.1	84
Z95115.2	192
Z95118.1	77
Z95118.2	295
Z95152.1	323
Z95327.1	134
Z95327.2	913
Z95327.3	118
Z95331.1	1402
Z95624.1	1178
Z96074.1	2090
Z96811.1	2208
Z97055.1	944
Z97055.2	794
Z97056.1	463
Z97056.2	476
Z97056.3	383
Z97180.1	1201
Z97192.1	1330
Z97192.2	487
Z97192.3	631
Z97192.4	705
